index,Login Timestamp,Username,User ID,IP Address,Country,Region,City,ASN,User Agent String,Browser Name and Version,OS Name and Version,Device Type,Login Successful,Is Attack IP,Is Account Takeover
1633,2025-06-02 17:55:44.921,user_2c12eb,1534073409974677743,79.160.16.22,NO,Rogaland,Kopervik,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 9_3_3 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/280613",Android 2.3.3.2639,iOS 9.3.3,mobile,True,False,False
1634,2025-06-02 17:55:48.585,user_fd92a9,7969538686864136573,10.0.62.211,NO,Oslo County,Oslo,29695,"Mozilla/5.0  (Linux; Android 8.1; LT950 PRO Build/MRA58K; wv) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/286350",Android 2.3.6,Android 8.1,tablet,True,False,False
1635,2025-06-02 17:56:02.043,user_daa70f,-3204464046996725226,51.175.16.139,NO,Viken,Rolvsoy,29695,"Mozilla/5.0  (Linux; Android 6.9; SM-J500H/DS Build/KOT49H) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/125929",Android 2.3.4,Android 6.9,mobile,True,False,False
1636,2025-06-02 17:56:36.029,user_9ef412,8031198786257075469,10.0.73.200,NO,-,-,29695,"Mozilla/5.0  (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko Chrome/73.0.3654.0 Safari/537.36 variation/8332",Chrome 73.0.3654,Mac OS X 10.14.6,desktop,True,False,False
1637,2025-06-02 17:56:43.950,user_a17f82,-5040465943823816477,139.164.25.71,NO,-,-,29695,"Mozilla/5.0 (Linux; U; Android 2.3.3; nb-no; Desire_A8181 Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1",Android 2.3.3,Android 2.3.3,mobile,True,False,False
1638,2025-06-02 17:56:54.350,user_d4227b,7375903654036921793,83.243.251.10,NO,Møre og Romsdal,Ålesund,41164,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.24.92 Safari/537.36",Chrome 69.0.3497.17.24,Mac OS X 10.14.6,desktop,True,False,False
1639,2025-06-02 17:56:58.012,user_5fed01,-1960838009725729986,89.162.14.228,NO,Nordland,Misvaer,29695,Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Gecko/20150101 Firefox/20.0.0.1602 (Chrome variation/246155,Firefox 20.0.0.1602,iOS 13.4,mobile,True,False,False
1640,2025-06-02 17:59:17.721,user_420854,-2177002189475239571,23.137.225.184,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1929.138 Mobile Safari/537.36 PHX/6.1",Chrome Mobile 81.0.4044.1929,iOS 11.2.6,mobile,False,False,False
1641,2025-06-02 17:59:43.042,user_93e148,3201369950863372367,185.181.62.228,NO,-,-,56655,"Mozilla/5.0  (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko Chrome/73.0.3654.0 Safari/537.36",Chrome 73.0.3654,Mac OS X 10.14.6,desktop,True,False,False
1642,2025-06-02 18:00:18.461,user_293bc9,-5701113027083160857,139.164.212.156,NO,-,-,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) power lite AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1933.138 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1933,iOS 11.2.6,mobile,True,False,False
1643,2025-06-02 18:02:37.183,user_66c874,-1708020118389282031,80.202.39.3,NO,Oslo County,Oslo,15659,"Mozilla/5.0  (Linux; U; Android 4.0.3; nb-no; U9200 Build/HuaweiU9200) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/86.0.4240.99 Mobile Safari/537.36 OPR/52.1.2254.2306.54484",Opera Mobile 52.1.2254.2306,Android 4.0.3,mobile,True,False,False
1644,2025-06-02 18:05:50.594,user_9ab6c1,-2011331984331386264,156.52.227.165,NO,-,-,29695,Mozilla/5.0  (x86_64-redhat-linux-gnu) Gecko/20081407 Firefox/20.0.0.1735,Firefox 20.0.0.1735,Red Hat ,unknown,True,False,False
1645,2025-06-02 18:06:21.630,user_d3d047,5544597153793782646,10.0.77.77,NO,Trøndelag,Brekkebygd,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.68.109 Safari/537.36",Chrome 72.0.3626.68,Mac OS X 10.14.6,desktop,True,False,False
1646,2025-06-02 18:07:26.498,user_536f4b,-5077244708192726579,109.247.18.57,NO,Agder,Kristiansand,29695,"Mozilla/5.0  (Linux; U; Android 2.3.6; en-gb; GT-S5830i Build/GINGERBREAD) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/283013",Android 2.3.6,Android 2.3.6,tablet,True,False,False
1647,2025-06-02 18:08:24.464,user_6b8c2f,-5936350421463587823,185.38.79.195,DE,Rheinland-Pfalz,Ramstein-Miesenbach,9063,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) play AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1946.138 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1946,iOS 11.2.6,mobile,True,False,False
1648,2025-06-02 18:09:02.424,user_b8e755,7663133526388052131,79.160.237.124,NO,Vestfold og Telemark,Larvik,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36 variation/5662",Chrome 67.0.3396,Mac OS X 10.14.6,desktop,True,False,False
1649,2025-06-02 18:09:04.480,user_5ad1d5,-8489817314546051329,83.243.148.228,NO,Møre og Romsdal,Ålesund,41164,"Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/277457",Android 2.3.3.2672,iOS 7.1,mobile,False,False,False
1650,2025-06-02 18:10:08.109,user_ee7111,-7573081785178764217,5.83.225.80,NO,Agder,Kristiansand,25400,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1926.138 Mobile Safari/537.36 PHX/6.0",Chrome Mobile 81.0.4044.1926,iOS 13.4,mobile,True,False,False
1651,2025-06-02 18:10:10.953,user_bef4db,-8033584963856495067,92.220.153.97,NO,Vestland,Bergen,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.138 Mobile Safari/537.36,gzip(gfe variation/151117",Chrome Mobile 81.0.4044,iOS 11.2.6,mobile,False,False,False
1652,2025-06-02 18:10:54.720,user_bef4db,-8033584963856495067,92.220.153.97,NO,Vestland,Bergen,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.138 Mobile Safari/537.36,gzip(gfe variation/151117",Chrome Mobile 81.0.4044,iOS 11.2.6,mobile,True,False,False
1653,2025-06-02 18:11:53.172,user_98112e,1224737943919259846,82.194.209.244,NO,Trøndelag,Trondheim,41164,"Mozilla/5.0  (Linux; U; Android 2.2) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1926.138 Mobile Safari/537.36 PHX/5.2",Chrome Mobile 81.0.4044.1926,Android 2.2,mobile,True,False,False
1654,2025-06-02 18:13:11.830,user_9c1239,-5198960211948664479,170.39.77.33,US,-,-,393398,Mozilla/5.0  (Linux; U; Android 2.2) Gecko/20150101 Firefox/20.0.0.1602 (Chrome variation/36772,Firefox 20.0.0.1602,Android 2.2,mobile,False,False,False
1655,2025-06-02 18:13:42.198,user_3339e3,7208473422617291808,109.247.203.143,NO,Vestfold og Telemark,Tønsberg,29695,Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Gecko/20081407 Firefox/20.0.0.1603 variation/246535,Firefox 20.0.0.1603,iOS 13.4,mobile,True,False,False
1656,2025-06-02 18:13:46.448,user_31fe8b,2728340093415266160,80.232.6.12,NO,Agder,Mandal,25400,"Mozilla/5.0  (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/69.0.3497.100 Mobile Safari/537.36 wkbrowser 4.7.77 2007031 js 5.1.1 newfocus lng=fa",Chrome Mobile WebView 69.0.3497,iOS 7.0,mobile,True,False,False
1657,2025-06-02 18:14:29.446,user_3acf90,1222710235186680023,152.93.163.253,NO,-,-,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.200.117 Safari/537.36",Chrome 79.0.3945.192.200,Mac OS X 10.14.6,desktop,True,False,False
1658,2025-06-02 18:14:40.996,user_4375ab,-8695204927126551288,66.248.237.182,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.2190.138 Mobile Safari/537.36 PHX/5.7",Chrome Mobile 81.0.4044.2190,iOS 14.2.1,mobile,False,True,False
1659,2025-06-02 18:14:45.253,user_ae64e5,-7933833166503684669,23.137.224.106,US,-,-,393398,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/20100101 Firefox/20.0 variation/190347,Firefox 20.0,iOS 11.2.6,mobile,True,False,False
1660,2025-06-02 18:15:17.975,user_a57d78,-105926164956857669,170.39.76.205,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1928.117 Mobile Safari/537.36 PHX/6.3",Chrome Mobile 81.0.4044.1928,iOS 11.2.6,mobile,False,False,False
1661,2025-06-02 18:18:04.111,user_f9b999,3697499595404232192,23.137.224.88,US,-,-,393398,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.2004.62 Mobile Safari/537.36",Chrome Mobile 81.0.4044.2004,Android 4.1,mobile,True,False,False
1662,2025-06-02 18:19:01.627,user_9cc7fe,-1146819358049238206,10.0.70.30,NO,-,-,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1929.117 Mobile Safari/537.36 AlohaBrowser/1.5.0 AlohaBrowser/2.14.1",Chrome Mobile 81.0.4044.1929,iOS 13.4,mobile,True,False,False
1663,2025-06-02 18:21:06.039,user_cd5e93,6098343250336971474,176.124.238.138,UA,Ivano-Frankivsk Oblast,Dibrova,51622,"Mozilla/5.0  (Linux; U; Android 2.2) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1929.111 Mobile Safari/537.36 PHX/5.1",Chrome Mobile 81.0.4044.1929,Android 2.2,mobile,False,False,False
1664,2025-06-02 18:21:09.043,user_10fc21,256762537702621451,80.232.55.155,NO,Rogaland,Stavanger,25400,"Mozilla/5.0  (Linux; Android 6.9; SM-J500H/DS Build/KOT49H) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/125929",Android 2.3.4,Android 6.9,mobile,False,False,False
1665,2025-06-02 18:21:33.033,user_84e7d4,-4596985393906471280,10.0.110.34,IN,Andhra Pradesh,Pedda Palipeta,45775,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1926.117 Mobile Safari/537.36 PHX/5.6 variation/159150",Chrome Mobile 81.0.4044.1926,iOS 11.2.6,mobile,True,False,False
1666,2025-06-02 18:21:44.403,user_0ed0ef,5211593173519611927,23.137.225.174,US,-,-,393398,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Chrome/63.0.3239.111 Mobile Safari/537.36 PHX/5.3",Chrome Mobile 63.0.3239,Android 4.1,mobile,False,False,False
1667,2025-06-02 18:21:51.439,user_233153,-1366659251745330831,217.171.197.167,NO,Viken,Jar,201577,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",Opera Mobile 52.1.2254,Android 13.0,mobile,True,False,False
1668,2025-06-02 18:23:19.375,user_741c81,1493999505994452994,199.26.84.43,US,-,-,393398,"Mozilla/5.0  (Linux; U; Android 2.2) supra AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1930.71 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1930,Android 2.2,mobile,True,False,False
1669,2025-06-02 18:23:24.213,user_b8e755,7663133526388052131,79.160.237.152,NO,Vestfold og Telemark,Larvik,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36 variation/5662",Chrome 67.0.3396,Mac OS X 10.14.6,desktop,True,False,False
1670,2025-06-02 18:23:33.976,user_689b87,-7090176247755584018,81.166.182.159,NO,Vestfold og Telemark,Sandefjord,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.20.100 Safari/537.36",Chrome 69.0.3497.17.20,Mac OS X 10.14.6,desktop,False,False,False
1671,2025-06-02 18:24:35.389,user_1144ae,8650603604492659418,188.228.18.39,NO,-,-,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/73.0.3654.0 Safari/537.36 variation/292693",Chrome 73.0.3654,iOS 13.5.1,tablet,True,False,False
1672,2025-06-02 18:24:46.281,user_a426c6,-4826161397709187105,201.94.224.87,BR,Parana,Londrina,22689,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1927.138 Mobile Safari/537.36 PHX/5.4 variation/219758",Chrome Mobile 81.0.4044.1927,iOS 13.4,mobile,False,False,False
1673,2025-06-02 18:24:52.651,user_bdeab1,-5963370393007536460,10.2.70.96,NO,-,-,500011,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4191.0 Safari/537.36",Chrome 86.0.4191,Mac OS X 10.14.6,desktop,True,False,False
1674,2025-06-02 18:25:18.003,user_e9d475,5262125578486728012,10.0.61.104,NO,-,-,29695,Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Gecko/20150101 Firefox/20.0.0.1603 (Chrome,Firefox 20.0.0.1603,iOS 13.4,mobile,True,False,False
1675,2025-06-02 18:25:24.711,user_629f59,-2303894618812075156,77.222.197.187,NO,Nordland,Kabelvag,29695,"Mozilla/5.0 (Linux; U; Android 2.3.3; nb-no; Desire_A8181 Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1",Android 2.3.3,Android 2.3.3,mobile,True,False,False
1676,2025-06-02 18:25:41.207,user_ee02b9,-3484804719037330173,80.202.138.184,NO,-,-,15659,"Mozilla/5.0 (X11; CrOS armv7l 11316.123.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.51.97 Safari/537.36",Chrome 72.0.3626.51,Chrome OS 11316.123.0,desktop,True,False,False
1677,2025-06-02 18:26:20.505,user_76ede4,7039607083430292646,92.220.64.41,NO,Viken,Drammen,29695,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_5_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2.3433 Mobile/15E148 Safari/604.1",Mobile Safari 12.1.2.3433,iOS 12.5.4,mobile,True,False,False
1678,2025-06-02 18:26:49.823,user_a26ecf,-386380609366489725,188.228.102.68,NO,-,-,29695,"Mozilla/5.0  (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.54.105 Safari/537.36",Chrome 72.0.3626.54,Chromecast 1.49.230269,desktop,True,False,False
1679,2025-06-02 18:29:00.121,user_23440c,-1165389694291420264,51.175.0.91,NO,Vestland,Godvik,29695,"Mozilla/5.0 (iPod; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0.0.3605 Mobile/10B500 Safari/8536.25",Mobile Safari 6.0.0.3605,iOS 6.1.6,mobile,True,False,False
1680,2025-06-02 18:31:02.452,user_bb5cc8,-3152088445806732994,46.212.73.199,NO,Oslo County,Oslo,41164,"Mozilla/5.0  (Linux; U; Android 4.0.3; nb-no; U9200 Build/HuaweiU9200) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/86.0.4240.99 Mobile Safari/537.36 OPR/52.1.2254.2306.54484",Opera Mobile 52.1.2254.2306,Android 4.0.3,mobile,False,False,False
1681,2025-06-02 18:31:06.139,user_280c78,3575137776243011650,139.164.253.81,NO,Viken,Drammen,29695,"Mozilla/5.0  (X11; CrOS armv7l 5978.98.0) AppleWebKit/537.36 (KHTML, like Gecko Falkon/3.0.1 Chrome/69.0.3497.17.22.128 Safari/537.36",Chrome 69.0.3497.17.22,Chrome OS 5978.98.0,desktop,True,False,False
1682,2025-06-02 18:31:10.641,user_071903,8546447580910607610,77.106.173.107,NO,Innlandet,Gjøvik,29492,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4202.0 Safari/537.36",Chrome 86.0.4202,Mac OS X 10.14.6,desktop,True,False,False
1683,2025-06-02 18:32:26.956,user_773ab6,4873155394604205554,156.52.41.174,NO,Viken,Gressvik,29695,Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Gecko/20100101 Firefox/20.0 variation/245229,Firefox 20.0,iOS 13.4,mobile,True,False,False
1684,2025-06-02 18:32:53.646,user_e69254,1759941807763952549,158.248.86.216,NO,Vestland,Bergen,29695,"Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/277457",Android 2.3.3.2672,iOS 7.1,mobile,False,False,False
1685,2025-06-02 18:32:54.621,user_8d2ec5,298200016119988356,139.164.43.106,NO,-,-,29695,"Mozilla/5.0  (Linux; Android 6.9; SM-J500H/DS Build/KOT49H) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/125929",Android 2.3.4,Android 6.9,mobile,True,False,False
1686,2025-06-02 18:33:25.049,user_512d02,-239846443715187407,46.212.27.0,NO,Viken,Slemmestad,41164,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko SalamWeb/4.4.0.36 Chrome/81.0.4044.1927.95 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1927,iOS 13.4,mobile,False,False,False
1687,2025-06-02 18:33:25.099,user_d2cb49,4908953892587076846,209.236.125.59,US,-,-,393398,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Chrome/63.0.3239.83 Mobile Safari/537.36",Chrome Mobile 63.0.3239,Android 4.1,mobile,True,True,False
1688,2025-06-02 18:33:30.908,user_cfae43,-8441976221903623881,10.0.160.224,NO,Viken,Sem,500136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.16.92 Safari/537.36",Chrome 69.0.3497.16,Mac OS X 10.14.6,desktop,True,False,False
1689,2025-06-02 18:34:00.110,user_9d4ec3,2284194024752007344,176.107.147.181,PL,Mazovia,Warsaw,205727,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) optimo (XT1952DL AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1934.111 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1934,iOS 13.4,mobile,True,False,False
1690,2025-06-02 18:34:24.385,user_b9da7e,-4394647286716144090,193.234.15.112,NO,-,-,50989,Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Gecko/20100101 Firefox/20.0.0.1602 variation/246156,Firefox 20.0.0.1602,iOS 13.4,mobile,False,False,False
1691,2025-06-02 18:36:09.279,user_b197d5,6408162757287397223,79.160.128.48,NO,Vestfold og Telemark,Notodden,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1926.111 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1926,iOS 11.2.6,mobile,False,False,False
1692,2025-06-02 18:36:17.244,user_28ed16,7159069314203839062,178.16.77.31,NO,Nordland,Bodø,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) power AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1950.117 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1950,iOS 13.4,mobile,True,False,False
1693,2025-06-02 18:36:37.230,user_b197d5,6408162757287397223,79.160.128.48,NO,Vestfold og Telemark,Notodden,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1926.111 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1926,iOS 11.2.6,mobile,True,False,False
1694,2025-06-02 18:36:53.096,user_e07f87,-8427915938006158167,51.174.209.61,NO,Vestfold og Telemark,Skien,29695,"Mozilla/5.0 (Linux; U; Android 2.3.3; nb-no; Desire_A8181 Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1",Android 2.3.3,Android 2.3.3,mobile,True,False,False
1695,2025-06-02 18:37:55.046,user_2e1f74,5614974326495447752,185.169.173.204,NO,-,-,206993,"Mozilla/5.0  (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/277181",Android 2.3.3.2637,iOS 6.1.6,mobile,False,False,False
1696,2025-06-02 18:38:48.143,user_64b2d4,2386265193441662728,185.20.105.244,NO,-,-,29695,"Mozilla/5.0  (x86_64) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/201938",Android 2.3.3.2639,iOS 12,mobile,True,False,False
1697,2025-06-02 18:41:11.615,user_020148,-1517497606782716431,156.52.158.77,NO,-,-,29695,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",Opera Mobile 52.1.2254,Android 13.0,mobile,True,False,False
1698,2025-06-02 18:41:24.236,user_5297a3,8617915399631192834,84.210.2.41,NO,Viken,Sarpsborg,41164,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.138 Mobile Safari/537.36 PHX/5.2 variation/151028",Chrome Mobile 81.0.4044,iOS 11.2.6,mobile,True,False,False
1699,2025-06-02 18:42:08.089,user_bf6024,-3318182363318504868,37.97.18.82,NO,-,-,29695,"Mozilla/5.0  (X11; CrOS x86_64 13505.73.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.81 Safari/537.36",Chrome 72.0.3626,Chrome OS 13505.73.0,desktop,True,False,False
1700,2025-06-02 18:43:45.534,user_9b4036,6695828476604601882,156.52.127.16,NO,Viken,Fredrikstad,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.80.121 Safari/537.36",Chrome 72.0.3626.80,Mac OS X 10.14.6,desktop,True,False,False
1701,2025-06-02 18:43:46.453,user_cc209b,2554928199238518724,84.210.16.34,NO,Viken,Sarpsborg,41164,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.77.81 Safari/537.36 variation/8022",Chrome 72.0.3626.77,Mac OS X 10.14.6,desktop,True,False,False
1702,2025-06-02 18:44:38.062,user_0d0818,5408330186023330154,10.0.59.169,NO,Vestfold og Telemark,Notodden,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1982.138 Mobile Safari/537.36 PHX/6.4",Chrome Mobile 81.0.4044.1982,iOS 11.2.6,mobile,True,False,False
1703,2025-06-02 18:45:02.514,user_19a703,4482430301941905079,81.167.86.233,NO,Nordland,Napp,29695,Mozilla/5.0  (Android 6.0.99; Tablet; https://github.com/das-group/rba-dataset) Gecko/20100101 Firefox/20.0.0.1618 variation/120046,Firefox 20.0.0.1618,Android 6.0.99,mobile,True,False,False
1704,2025-06-02 18:47:31.887,user_9568ab,-4928558012737741430,10.0.56.28,NO,Innlandet,Tolga,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) plus AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1928.117 Mobile Safari/537.36 variation/222730",Chrome Mobile 81.0.4044.1928,iOS 13.4,mobile,True,False,False
1705,2025-06-02 18:48:02.472,user_d8fc0e,91528336767216576,10.0.80.228,PL,Łódź Voivodeship,Baby,205727,Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Gecko/20150101 Firefox/20.0.0.1601 (Chrome variation/245822,Firefox 20.0.0.1601,iOS 13.4,mobile,True,False,False
1706,2025-06-02 18:48:58.737,user_c14121,-927535615969728951,139.164.32.13,NO,-,-,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1925.138 Mobile Safari/537.36 PHX/5.2",Chrome Mobile 81.0.4044.1925,iOS 13.4,mobile,True,False,False
1707,2025-06-02 18:50:26.567,user_9355ee,-8336640279262744711,38.126.214.96,BR,-,-,265264,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.92.119 Safari/537.36",Chrome 72.0.3626.92,Mac OS X 10.14.6,desktop,True,False,False
1708,2025-06-02 18:50:37.758,user_528192,2477502465260028996,152.93.191.12,NO,-,-,29695,"Mozilla/5.0 (iPod; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0.0.3605 Mobile/10B500 Safari/8536.25",Mobile Safari 6.0.0.3605,iOS 6.1.6,mobile,True,False,False
1709,2025-06-02 18:52:20.473,user_846099,-458642629677147362,170.39.77.62,US,-,-,393398,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Chrome/63.0.3239.111 Mobile Safari/537.36",Chrome Mobile 63.0.3239,Android 4.1,mobile,True,False,False
